alpha,val_rmse,val_mae,val_r2,val_ic
0.1,0.015887076756732486,0.010859805912974939,-7.145644700612408e-06,
0.01,0.015887076756732486,0.010859805912974939,-7.145644700612408e-06,
10.0,0.015887076756732486,0.010859805912974939,-7.145644700612408e-06,
1.0,0.015887076756732486,0.010859805912974939,-7.145644700612408e-06,
100.0,0.015887076756732486,0.010859805912974939,-7.145644700612408e-06,
0.001,0.015895571201471424,0.01086691866565776,-0.0010767919330705311,-0.01754846048953031
0.0001,0.015939320049728655,0.010904151420443157,-0.0065948353151707995,-0.016524286630200693
