model,Total Return [%],CAGR [%],Sharpe,Max Drawdown [%]
lasso,41.831590839696744,26.235638998050458,1.3965869151910866,-18.49096775122563
ridge,37.247917530120375,23.501009933126248,1.0641911260718997,-21.478080622096506
ols,12.529357301588195,8.187534979422928,0.4862779649111331,-22.598123232152368
