alpha,cv_rmse_mean,cv_rmse_std
0.1,0.019516135709885876,0.0029450122524424657
0.01,0.019516135709885876,0.0029450122524424657
10.0,0.019516135709885876,0.0029450122524424657
1.0,0.019516135709885876,0.0029450122524424657
100.0,0.019516135709885876,0.0029450122524424657
0.001,0.019526862948147296,0.0029399339306822496
0.0001,0.019563458168176062,0.0028833626636903635
