alpha,val_rmse,val_mae,val_r2,val_ic
100.0,0.01602235468941008,0.010976450895541116,-0.017109706308404027,0.007936364131111876
10.0,0.016027607314796296,0.010981396918639067,-0.01777669590956865,0.0068714692383390705
1.0,0.01603069698278122,0.010984556321288851,-0.018169130676088496,0.006243025313696035
0.001,0.016030916670862223,0.010984647707606446,-0.018197037279946038,0.00661590277844475
0.01,0.0160310608753913,0.010984860249131038,-0.01821535554429432,0.00628268533851278
0.1,0.01603124010056693,0.01098508654974243,-0.018238122702057602,0.006151154923877298
0.0001,0.016031279739715486,0.010984978562454076,-0.018243158138100846,0.006737865856830316
